dob,firstName,height,id,lastName,nickname,positionGroupType
1998-10-09,Carlos,204.0,16016,Miguel,Carlos Miguel,GK
1994-06-04,Emmanuel,169.0,17912,Martínez,Emmanuel Martínez,F
1994-02-02,Tobias,188.0,7010,Figueiredo,Tobias Figueiredo,D
2003-06-13,Ezequiel,185.0,21094,Oliveira,Ezequiel Oliveira,GK
1996-01-03,Léo,185.0,18014,Ortiz,Léo Ortiz,D
1987-06-12,Carlos Gilberto,192.0,16024,do Nascimento Silva,Gil,D
1997-04-26,Jhegson,170.0,1034,Méndez,Jhegson Méndez,M
1994-03-01,José Romário,168.0,16168,Silva de Souza,Romarinho,F
1993-10-15,Víctor,180.0,16018,Cantillo,Víctor Cantillo,M
1997-03-16,Gonzalo,171.0,19612,Escobar,Gonzalo Escobar,LB
1999-09-10,Bruno,180.0,16019,Méndez,Bruno Méndez,D
1999-07-21,Diego,184.0,18071,Costa,Diego Costa,D
1994-09-28,Mateus,172.0,17913,Gonçalves,Mateus Gonçalves,F
1994-11-11,Philipe,191.0,17931,Sampaio,Philipe Sampaio,D
1991-11-30,Juan Martín,179.0,16191,Lucero,Juan Martín Lucero,F
1992-10-26,Bruno,183.0,17988,Melo,Bruno Melo,D
1996-01-03,Rodrigo,174.0,17963,Fernández,Rodrigo Fernández,M
1991-05-21,Guilherme,174.0,18594,Costa Marques,Guilherme,AM
2004-05-14,Felipe,,18862,Negrucci,Felipe Negrucci,DM
1997-06-30,Yeferson,160.0,3084,Soteldo,Yeferson Soteldo,F
2005-05-18,Alexsandro Amorim,177.0,19124,de Freitas Filho,Amorim,AM
1997-07-06,Juninho,176.0,18020,Capixaba,Juninho Capixaba,D
1988-07-22,Silvio,175.0,16173,Romero,Silvio Romero,F
1994-07-22,Diego,182.0,18001,Gonçalves,Diego Gonçalves,F
1990-06-06,Alexandre,184.0,17910,Egea,Alê,M
1998-03-23,Adryelson,184.0,17928,Silva,Adryelson,D
1996-10-02,Róger,182.0,16008,Guedes,Róger Guedes,F
1997-02-24,Nicolas,181.0,18076,Vichiatto da Silva,Nicolas,D
1994-06-19,Lucas,178.0,16167,Crispim,Lucas Crispim,M
2000-08-09,Rodrigo,175.0,17886,Nestor,Rodrigo Nestor,M
2003-03-14,Bruno,174.0,18033,Gonçalves de Jesus,Bruninho,F
1992-07-04,Ángel,176.0,7663,Romero,Ángel Romero,F
1992-08-30,Tchê,175.0,17939,Tchê,Tchê Tchê,M
1987-10-23,Adilson,173.0,18078,dos Anjos Oliveira,Juninho,M
1989-09-02,Alexandre,180.0,2493,Pato,Alexandre Pato,F
1995-04-13,Guilherme Augusto,178.0,17016,Vieira dos Santos,Guilherme Augusto,LW
1993-09-18,Gabriel,187.0,17938,Pires,Gabriel Pires,M
1994-12-05,Javier,184.0,18192,Méndez,Javier Méndez,DM
1993-09-01,Guilherme,179.0,16175,de Jesus da Silva,Tinga,D
1988-02-08,Renato,186.0,16027,Augusto,Renato Augusto,M
2001-03-18,Yuri,183.0,16028,Alberto,Yuri Alberto,F
1997-08-29,Hugo,179.0,18082,Ferreira de Farias,Hugo,D
1997-09-20,Lucas,175.0,17942,Fernandes,Lucas Fernandes,M
1998-05-11,Caio,184.0,17893,Paulista,Caio Paulista,F
1991-02-07,Wanderson,186.0,18074,Santos Pereira,Wanderson,D
1993-02-07,Bruno,182.0,17990,Santos,Bruno Santos,D
2001-01-06,Diogenes,186.0,17950,Vinicius da Silva,Diogenes,GK
1999-05-28,Vinicius,178.0,17962,Balieiro,Vinicius Balieiro,M
1990-03-30,Douglas,188.0,17926,Borges,Douglas Borges,GK
2004-04-23,Gustavo,176.0,18391,Neves,Gustavinho,M
1990-02-01,Fellipe,178.0,17996,Bastos,Fellipe Bastos,M
1987-01-10,Felipe,174.0,17914,Azevedo,Felipe Azevedo,F
1999-04-15,Roni,174.0,16021,de Moura,Roni,M
1994-02-13,Marlon,177.0,17903,Lopes,Marlon Lopes,D
2001-01-30,Vinicius,185.0,17967,Zanocelo,Vinicius Zanocelo,M
2002-08-02,Talles,176.0,17887,Costa,Talles Costa,M
2002-05-21,Talisson,188.0,18388,de Almeida,Talisson,F
2006-02-05,Pedro,170.0,18363,Silva dos Santos,Pedro,F
1993-04-30,Gustavo,181.0,17944,Sauer,Gustavo Sauer,F
1996-05-16,Marcio,178.0,18605,Almeida de Oliveira,Marcinho,RB
2002-03-07,Juan,177.0,17896,Santos da Silva,Juan,F
1997-05-30,Luis Eduardo,175.0,16715,Marques dos Santos,Dudu,D
2004-03-03,Matheus,182.0,17946,Nascimento,Matheus Nascimento,F
1996-02-06,Iago,195.0,17901,Maidana,Iago Maidana,D
1985-02-02,Fernando,191.0,16171,Miguel,Fernando Miguel,GK
1999-06-24,João Victor,182.0,16010,Caetano,Caetano,D
2004-04-20,Guilherme Sucigan,171.0,18796,Mafra Cunha,Biro,RW
1995-09-15,Cauly,175.0,18456,Oliveira Souza,Cauly Oliveira Souza,M
1988-12-26,Neuciano,168.0,18451,de Jesus Gusmão,Cicinho,D
1998-03-03,Gustavo Nonato,175.0,22100,Santana,Nonato,CM
1993-03-23,Sergio,190.0,13924,Rochet,Sergio Rochet,GK
1994-12-05,Javier,184.0,18192,Méndez,Javier Méndez,DM
1995-06-02,Camilo,174.0,15152,Cándido,Camilo Cándido,D
2003-05-24,Mateo,183.0,15455,Ponte,Mateo Ponte,D
2002-02-11,Matías,175.0,18431,Galarza,Matías Galarza,M
